Unnamed: 0,year,month,day,hour,PM2.5,temperature,pressure,rain,wind_direction,wind_speed
197,2013,3.0,9.0,5.0,102.0,3.2,992,0.0,NE,1.3
198,2013,3.0,9.0,6.0,110.0,2.8,992.2,0.0,NE,1.0
199,2013,3.0,9.0,7.0,108.0,4.6,992.9,0.0,NE,1.8
200,2013,3.0,9.0,8.0,104.0,8.4,994.1,0.0,E,2.6
201,2013,3.0,9.0,9.0,113.0,16.3,995.9,0.0,NNW,3.3
202,2013,3.0,9.0,10.0,145.0,16.7,998.3,0.0,NNW,7.7
203,2013,3.0,9.0,11.0,69.0,14.3,1001.3,0.0,NNW,7.4
204,2013,3.0,9.0,12.0,78.0,12.4,1004.3,0.0,NW,7.9
205,2013,3.0,9.0,13.0,49.0,10.3,1006.5,0.0,NNW,7.2
206,2013,3.0,9.0,14.0,47.0,10.5,1008.1,0.0,NNW,6.7
207,2013,3.0,9.0,15.0,28.0,10.2,1009.4,0.0,N,3.9
208,2013,3.0,9.0,16.0,21.0,10.5,1010.8,0.0,N,4.8
209,2013,3.0,9.0,17.0,14.0,8.6,1013,0.0,NNE,4.8
210,2013,3.0,9.0,18.0,17.0,7.4,1015.9,0.0,NNE,4.8
211,2013,3.0,9.0,19.0,15.0,6.4,1018.1,0.0,N,3.5
212,2013,3.0,9.0,20.0,18.0,5.6,1019.7,0.0,N,4.5
213,2013,3.0,9.0,21.0,12.0,4.8,1020.3,0.0,N,3.3
214,2013,3.0,9.0,22.0,11.0,3.8,1021.2,0.0,NNE,1.2
215,2013,3.0,9.0,23.0,6.0,0.8,1021.3,0.0,SSE,0.6
216,2013,3.0,10.0,0.0,11.0,-0.5,1020.8,0.0,N,0.0
217,2013,3.0,10.0,1.0,11.0,-0.2,1021.1,0.0,W,1.0
218,2013,3.0,10.0,2.0,6.0,-2.1,1020.9,0.0,NNE,0.7
219,2013,3.0,10.0,3.0,10.0,-2.0,1021.1,0.0,NNW,1.2
220,2013,3.0,10.0,4.0,18.0,-1.3,1021.9,0.0,NNE,0.0
221,2013,3.0,10.0,5.0,21.0,-1.8,1022,0.0,W,1.7
223,2013,3.0,10.0,7.0,24.0,3.5,1023.2,0.0,SSW,2.3
224,2013,3.0,10.0,8.0,31.0,5.3,1023.5,0.0,SW,4.6
225,2013,3.0,10.0,9.0,26.0,6.8,1023.1,0.0,SSW,5.2
226,2013,3.0,10.0,10.0,27.0,8.3,1022.4,0.0,SSW,4.6
227,2013,3.0,10.0,11.0,30.0,9.8,1021.9,0.0,S,2.7
228,2013,3.0,10.0,12.0,28.0,10.4,1021,0.0,SSW,0.4
229,2013,3.0,10.0,13.0,34.0,11.2,1020,0.0,S,2.8
230,2013,3.0,10.0,14.0,28.0,11.4,1019,0.0,SSW,4.0
231,2013,3.0,10.0,15.0,37.0,11.3,1018.7,0.0,SW,4.5
232,2013,3.0,10.0,16.0,36.0,10.4,1018.3,0.0,SW,4.1
233,2013,3.0,10.0,17.0,38.0,9.1,1018.2,0.0,SSW,4.4
234,2013,3.0,10.0,18.0,44.0,8.2,1018.5,0.0,SSW,2.6
235,2013,3.0,10.0,19.0,60.0,7.7,1018.8,0.0,SSW,2.3
236,2013,3.0,10.0,20.0,70.0,7.4,1018.8,0.0,S,3.5
237,2013,3.0,10.0,21.0,64.0,6.5,1018.9,0.0,SSW,2.7
238,2013,3.0,10.0,22.0,70.0,5.9,1018.5,0.0,SW,2.4
239,2013,3.0,10.0,23.0,81.0,3.0,1018.7,0.0,SSW,0.9
240,2013,3.0,11.0,0.0,90.0,0.3,1018.5,0.0,SW,1.4
241,2013,3.0,11.0,1.0,95.0,-0.7,1018,0.0,SW,0.7
242,2013,3.0,11.0,2.0,95.0,-1.7,1017.4,0.0,WNW,0.5
243,2013,3.0,11.0,3.0,96.0,-2.1,1017.2,0.0,N,0.6
244,2013,3.0,11.0,4.0,97.0,-1.6,1016.9,0.0,NNE,1.1
245,2013,3.0,11.0,5.0,106.0,-2.3,1016.9,0.0,SE,0.1
246,2013,3.0,11.0,6.0,114.0,-2.1,1017,0.0,NE,0.9
247,2013,3.0,11.0,7.0,112.0,1.3,1017.4,0.0,NNE,1.9
248,2013,3.0,11.0,8.0,113.0,3.1,1017.5,0.0,NE,1.8
249,2013,3.0,11.0,9.0,120.0,4.6,1016.8,0.0,NE,1.8
250,2013,3.0,11.0,10.0,141.0,6.7,1016,0.0,NNE,1.4
251,2013,3.0,11.0,11.0,140.0,7.6,1015,0.0,N,1.3
252,2013,3.0,11.0,12.0,149.0,9.7,1013.4,0.0,NNW,1.6
253,2013,3.0,11.0,13.0,150.0,11.3,1012.3,0.0,S,3.5
254,2013,3.0,11.0,14.0,114.0,11.4,1010.9,0.0,SSE,2.5
255,2013,3.0,11.0,15.0,106.0,10.7,1010.3,0.0,SSW,2.1
256,2013,3.0,11.0,16.0,113.0,10.4,1009.5,0.0,SSW,3.4
257,2013,3.0,11.0,17.0,132.0,9.7,1009.7,0.0,SSW,2.1
258,2013,3.0,11.0,18.0,149.0,9.7,1009.8,0.0,S,2.0
259,2013,3.0,11.0,19.0,144.0,9.6,1010,0.0,S,1.5
260,2013,3.0,11.0,20.0,156.0,9.8,1010.4,0.0,SSE,1.3
261,2013,3.0,11.0,21.0,174.0,9.6,1009.8,0.0,SSW,1.5
262,2013,3.0,11.0,22.0,152.0,9.3,1009.2,0.0,SSW,1.5
263,2013,3.0,11.0,23.0,113.0,8.6,1008,0.0,SSE,1.1
264,2013,3.0,12.0,0.0,89.0,6.3,1007.5,0.0,WNW,1.0
265,2013,3.0,12.0,1.0,106.0,4.8,1006.8,0.0,SSE,0.0
266,2013,3.0,12.0,2.0,125.0,5.3,1005.8,0.0,ESE,0.2
267,2013,3.0,12.0,3.0,117.0,6.4,1005.8,0.1,N,2.2
268,2013,3.0,12.0,4.0,112.0,4.3,1006.3,0.4,E,0.9
269,2013,3.0,12.0,5.0,140.0,4.7,1006.1,0.1,NNE,1.3
270,2013,3.0,12.0,6.0,146.0,4.1,1006.2,0.9,W,1.0
271,2013,3.0,12.0,7.0,115.0,3.5,1006.9,0.9,NW,1.4
272,2013,3.0,12.0,8.0,120.0,3.1,1006.9,0.4,N,1.5
273,2013,3.0,12.0,9.0,116.0,3.4,1006.6,0.0,NNE,1.3
274,2013,3.0,12.0,10.0,123.0,3.7,1006.8,0.0,N,0.9
275,2013,3.0,12.0,11.0,130.0,4.4,1006.5,0.0,NNE,1.4
276,2013,3.0,12.0,12.0,132.0,4.8,1006.8,0.0,N,1.5
277,2013,3.0,12.0,13.0,129.0,5.3,1006.6,0.1,NE,1.8
278,2013,3.0,12.0,14.0,139.0,5.6,1007.1,0.0,NNE,1.6
279,2013,3.0,12.0,15.0,135.0,6.4,1007.6,0.0,N,1.5
280,2013,3.0,12.0,16.0,133.0,6.6,1008.1,0.0,S,0.6
281,2013,3.0,12.0,17.0,141.0,6.4,1009.4,0.0,E,1.4
282,2013,3.0,12.0,18.0,124.0,5.8,1011.1,0.0,E,0.4
283,2013,3.0,12.0,19.0,137.0,3.3,1012.5,0.0,WSW,0.5
284,2013,3.0,12.0,20.0,160.0,2.9,1014.1,0.0,N,0.7
285,2013,3.0,12.0,21.0,140.0,3.6,1015.5,0.0,NNE,0.8
286,2013,3.0,12.0,22.0,88.0,1.9,1016.7,0.0,N,1.2
287,2013,3.0,12.0,23.0,50.0,3.8,1017.7,0.0,NNE,0.9
288,2013,3.0,13.0,0.0,22.0,3.4,1018.5,0.0,NNW,0.9
289,2013,3.0,13.0,1.0,10.0,2.7,1018.9,0.0,NNE,2.1
290,2013,3.0,13.0,2.0,10.0,2.8,1019.3,0.0,N,2.4
291,2013,3.0,13.0,3.0,7.0,2.4,1019.7,0.0,N,1.3
292,2013,3.0,13.0,4.0,11.0,0.3,1020.5,0.0,NW,0.9
293,2013,3.0,13.0,5.0,3.0,-0.9,1021,0.0,NNE,0.9
294,2013,3.0,13.0,6.0,3.0,0.8,1022.2,0.0,NNE,1.6
295,2013,3.0,13.0,7.0,3.0,3.7,1023.3,0.0,NNE,2.9
296,2013,3.0,13.0,8.0,8.0,4.8,1024.6,0.0,NNE,3.3
297,2013,3.0,13.0,9.0,20.0,5.5,1025.2,0.0,ENE,3.9
298,2013,3.0,13.0,10.0,16.0,6.4,1025.2,0.0,ENE,2.6
299,2013,3.0,13.0,11.0,14.0,6.6,1024.4,0.0,NE,3.6
300,2013,3.0,13.0,12.0,12.0,7.6,1023.7,0.0,ENE,3.5
301,2013,3.0,13.0,13.0,17.0,8.5,1022.9,0.0,E,2.3
302,2013,3.0,13.0,14.0,15.0,9.5,1022.2,0.0,NE,1.6
303,2013,3.0,13.0,15.0,3.0,9.7,1021.7,0.0,SW,2.0
304,2013,3.0,13.0,16.0,3.0,9.1,1021.9,0.0,S,1.8
305,2013,3.0,13.0,17.0,3.0,7.1,1022.3,0.0,SSW,2.7
306,2013,3.0,13.0,18.0,23.0,6.1,1022.8,0.0,SSW,2.5
307,2013,3.0,13.0,19.0,31.0,5.5,1023.5,0.0,S,1.5
308,2013,3.0,13.0,20.0,37.0,5.0,1023.7,0.0,SSW,2.9
309,2013,3.0,13.0,21.0,35.0,4.8,1024,0.0,SSW,3.2
310,2013,3.0,13.0,22.0,37.0,4.0,1023.8,0.0,SSW,3.2
311,2013,3.0,13.0,23.0,42.0,2.9,1024.1,0.0,S,2.3
312,2013,3.0,14.0,0.0,62.0,2.5,1024.2,0.0,SSW,2.4
313,2013,3.0,14.0,1.0,71.0,1.6,1024.5,0.0,SSW,1.0
314,2013,3.0,14.0,2.0,60.0,1.3,1023.9,0.0,SSW,1.5
315,2013,3.0,14.0,3.0,65.0,-0.1,1023.8,0.0,WNW,0.5
316,2013,3.0,14.0,4.0,49.0,-0.5,1023.9,0.0,NE,2.4
317,2013,3.0,14.0,5.0,72.0,-0.8,1024.3,0.0,NNE,1.9
318,2013,3.0,14.0,6.0,73.0,-0.8,1024.3,0.0,NNE,2.2
319,2013,3.0,14.0,7.0,69.0,-0.4,1024.6,0.0,NE,2.1
320,2013,3.0,14.0,8.0,72.0,0.5,1024.9,0.0,NW,2.3
321,2013,3.0,14.0,9.0,84.0,2.2,1024.3,0.0,NW,1.5
322,2013,3.0,14.0,10.0,101.0,3.9,1023.4,0.0,WSW,1.7
323,2013,3.0,14.0,11.0,111.0,5.5,1022.3,0.0,S,1.2
324,2013,3.0,14.0,12.0,97.0,7.2,1021.3,0.0,SW,3.4
325,2013,3.0,14.0,13.0,104.0,8.7,1020,0.0,S,3.3
326,2013,3.0,14.0,14.0,108.0,9.9,1019.4,0.0,SSW,3.8
327,2013,3.0,14.0,15.0,105.0,9.3,1018.7,0.0,S,3.2
328,2013,3.0,14.0,16.0,105.0,8.6,1018.1,0.0,SSW,3.1
329,2013,3.0,14.0,17.0,106.0,7.6,1018.3,0.0,SSW,3.5
330,2013,3.0,14.0,18.0,115.0,6.8,1018.4,0.0,SSW,1.6
331,2013,3.0,14.0,19.0,119.0,6.2,1018.4,0.0,S,1.3
332,2013,3.0,14.0,20.0,115.0,5.9,1018.3,0.0,SSW,1.3
333,2013,3.0,14.0,21.0,119.0,3.5,1018.4,0.0,WNW,0.6
334,2013,3.0,14.0,22.0,140.0,1.4,1018.2,0.0,SE,0.0
335,2013,3.0,14.0,23.0,162.0,1.6,1017.7,0.0,ENE,1.1
336,2013,3.0,15.0,0.0,165.0,2.3,1017.8,0.0,NE,1.2
337,2013,3.0,15.0,1.0,180.0,2.4,1017.4,0.0,NE,1.8
338,2013,3.0,15.0,2.0,183.0,2.0,1016.6,0.0,NE,1.1
339,2013,3.0,15.0,3.0,182.0,1.5,1016.3,0.0,NE,1.6
340,2013,3.0,15.0,4.0,173.0,1.0,1016.2,0.0,NE,0.8
341,2013,3.0,15.0,5.0,166.0,0.7,1016.1,0.0,NE,1.2
342,2013,3.0,15.0,6.0,163.0,0.6,1016,0.0,NE,1.2
343,2013,3.0,15.0,7.0,137.0,2.4,1016.3,0.0,NNE,1.0
344,2013,3.0,15.0,8.0,164.0,4.2,1016.5,0.0,NE,1.4
345,2013,3.0,15.0,9.0,172.0,6.4,1015.9,0.0,NNE,1.4
